Chapter,Question,Question: description,Individual Indicator Score,Source Legislation,Impact,Timeframe for Indicator,References,"References, 2","References, 3","References, 4",Overall Pillar Score
1,1.1,Weighted average of effective tariff rates applied on ICT goods imported from other Asia-Pacific economies (%),0,Effectively applied tariffs on ICT goods (in weighted average) imported from other economies within the considered United Nations region (%),0,Since 2022,http://wits.worldbank.org/WITS/, , , ,0
1,1.2,Percentage of none duty-free tariff lines on ICT goods imported from other Asia-Pacific economies (%),0,No duty-free tariff lines on ICT goods from other economies within the considered United Nations region (%),100,Since 2022,http://wits.worldbank.org/WITS/, , , ,
1,1.3,Not a signatory to the WTO ITA I and ITA II,0,"WTO Information Technology Agreement (ITA); 

WTO ITA II of 2015 (the ""Ministerial Declaration on the Expansion of Trade in Information Technology Products"")",Singapore is a signatory of the 1996 WTO Information Technology Agreement (ITA). The ITA provides for participants to completely eliminate duties on IT products covered by the Agreement. Singapore is also signatory to ITA II  agreed at the 10th Ministerial Conference of the WTO in Nairobi in December 2015.,"Since 1997;

Since 2016",https://www.wto.org/english/tratop_e/inftec_e/itscheds_e.htm,https://docs.wto.org/dol2fe/Pages/FE_Search/FE_S_S006.aspx?Query=@Symbol=%20(wt/let/175)&Language=ENGLISH&Context=FomerScriptedSearch&languageUIChanged=true#,, ,
1,1.4,"Imposing trade defence measures (anti-dumping, countervailing duties and safeguards) on ICT-related products imported by other Asia-Pacific economies",0,Countervailing and Anti-Dumping Duties Act 1996,"This act allows the government to investigate and impose duties when there is evidence of unfair trade practices, such as dumping or subsidies causing injury to domestic industries. There are no anti-dumping, countervailing duty or safeguard measures against ICT products.",Since November 1996 last amended in December 2021,"https://sso.agc.gov.sg/Act/CADDA1996;

http://i-tip.wto.org/goods/Forms/TableViewDetails.aspx?mode=modify;",,, ,
2,2.1,Foreign exclusions from public procurement related to ICT goods and digital services,0,"Government Procurement Act (GPA) 1997;

Government Procurement Regulations (GP Regulations) 2014;

Government Procurement (Application) Order (GP Order) 2002","The Government Procurement Act enforces the provisions of the World Trade Organization Agreement on Government Procurement and other international obligations related to public procurement. Section 6 of the Act states that the Minister may for the purposes of implementing the Agreement on Government Procurement and other international obligations of Singapore relating to procurements by Government and public authorities, make regulations to govern procurements subject to the Act. 

Foreign suppliers are granted access to Singapore's public procurement market. The Government Procurement Regulations govern procurements that fall under the Act, outlining the types of procedures that can be used during procurement processes (Part II Procedure leading to award of procurement contract, and Part III Procedure on award of procurement contract). The regulations ensure non-discriminatory access for foreign suppliers, they permit limited tendering or selective tendering in certain circumstances. The Government Procurement (Application) Order identifies the states, authorities, and types of procurement subject to the Act, along with those exempted from its application.  

Both the GP Regulations and GP Order are subsidiary legislation under the Act.","Since 2002 last amended in January 2021;

Since April 2014;

Since 2002 last amended on 8 July 2024",https://sso.agc.gov.sg/Act/GPA1997,https://sso.agc.gov.sg/SL/GPA1997-S269-2014#pr4-,https://sso.agc.gov.sg/SL/GPA1997-OR1,,0.040
2,2.2,"Specific requirements on source codes, encryption and trade secrets ",0,"Government Procurement Act (GPA) 1997;

Government Procurement Regulations (GP Regulations) 2014;

Government Procurement (Challenage Proceddings) Regulation 2002;

Government Procurement (Application) Order (GP Order) 2002","Singapore does not implement to use certain type of encryption, source code and trade secrets to win tenders. 

Government Procurement Regulations 6(b): Requires mechanisms that ensure the integrity of requests for participation and tenders, including preventing inappropriate access to sensitive information such as trade secrets.

Government Procurement (Application) Order Paragraph 5(3)(b) allows for exclusions related to intellectual property, which could include protections for trade secrets or sensitive technologies like source code in ICT products.

All procurement requirements, procedures, and evaluation criteria for bids and tenders from a contracting authority must be disclosed to suppliers. According to Regulation 10 of the Government Procurement Regulations, for each procurement, the contracting authority is required to publish a notice of intended procurement on the GeBIZ platform or in the Government Gazette. Additionally, specific rules apply to electronic auctions.","Since 2002 last amended in January 2021;

Since April 2014;

Since May 2002;

SInce 2002 last amended on 8 July 2024",https://sso.agc.gov.sg/Act/GPA1997,https://sso.agc.gov.sg/SL/GPA1997-RG1,https://sso.agc.gov.sg/SL/GPA1997-OR1,https://sso.agc.gov.sg/SL/GPA1997-S269-2014#pr4-,
2,2.3,Limitations in procurement bidding,0,"Government Procurement Act (GPA) 1997;

Government Procurement Regulations (GP Regulations) 2014;

Government Procurement (Application) Order (GP Order) 2002","The principles of national treatment and non-discrimination are set out in the Government Procurement Regulations 2014. For instance, an applicable supplier is not to be treated less favourably than any other applicable supplier (Section 4). Most of Singapore's international trade agreements contain Government Procurement chapters, including provisions on national treatment and non-discrimination. According to the authorities, open sourcing and non-discrimination are also the default practices for procurements that are not covered by Singapore's trade agreements.

Government Procurement Act Section 6: Allows the Minister to make regulations regarding government procurement, including setting limitations on foreign participation where national interests or security concerns arise.
A contracting authority is prohibited from using limited tendering to avoid competition or to favor suppliers based in Singapore, or in any way that discriminates against eligible suppliers. If a contracting authority is suspected of violating the competitive bidding rules, a supplier or bidder can file a challenge with the Government Procurement Adjudication Tribunal (""Tribunal"") for the alleged breach of duty by the authority.","Since 2002 last amended in January 2021;

Since April 2014;

Since 2002, last amended on 8 July 2024","https://sso.agc.gov.sg/Act/GPA1997;

https://www.wto.org/english/tratop_e/tpr_e/s413_e.pdf",https://sso.agc.gov.sg/SL/GPA1997-S269-2014#pr4-,https://sso.agc.gov.sg/SL/GPA1997-OR1,,
2,2.4,"Not in the WTO Government Procurement Agreement (GPA) and not fully covered the three most relevant services sectors (CPC752, 754, 84)",0.5,WTO Government Procurement Agreement (GPA),"Although Singapore is a signatory to the WTO Government Procurement Agreement (GPA) since 1997. It ratified the Protocol Amending the WTO Agreement on Government Procurement adopted in March 2012, and the revised GPA entered into force for Singapore on 6 April 2014. Under the revised Agreement, Singapore expanded the coverage of its commitments by including executive search services (CPC 87201). However, its coverage schedules do not include ""telecommunications related services"" (CPC 754) and do not fully cover ""computer related services (CPC 84) and ""telecommunications services"" (CPC 752), which are important service sectors for digital trade.",Since April 2014,https://www.wto.org/english/tratop_e/gproc_e/memobs_e.htm,,,,
3,3.1,"Foreign equity limits in sectors relevant to digital trade 
Exception: Not cover foreign equity cap in telecom sector (covered under Pillar 5) and e-commerce sector (covered under Pillar 12)",0,Companies Act 1967;,"There is no ownership restriction for sectors relevant to digital trade, for example, manufacturing of information and communication technology goods and products, computer and related services, and online broadcasting. 

The Companies Act 1967 of Singapore does not specifically limit foreign equity ownership in companies incorporated in Singapore.",Since December 1967 last amended in 2021;,https://sso.agc.gov.sg/Act/CoA1967, ,,,0.492
3,3.2,Joint venture requirements,0,Companies Act 1967;,"Joint ventures can be entered between two companies under the Singapore Companies Act 1967, chapter 50, Section 215AA. Singapore does not mandate joint venture requirement for companies to invest in the country.

Section 215AA of the Companies Act 1967 relates to an offer to acquire all the shares in a company, or all of the shares in any particular class in a company, by 2 or more persons jointly, and does not pertain to whether joint ventures can be entered into between two companies. There are no specific requirements under the Companies Act on a foreign company entering into a joint venture with a local company.",Since December 1967 last amended in 2021;,https://sso.agc.gov.sg/Act/CoA1967;,, , ,
3,3.3,Nationality or residency requirements for board of directors or managers,1,"Companies Act 1967;

Significant Investments Review Act 2024","Pursuant to the Singapore Companies Act 1967 (section 145(1)), a director must be a natural person (i.e. a company or business entity cannot be a director) , at least one director must be ordinarily resident in Singapore—that is, Singapore citizen, Singapore permanent resident, EntrePass holder, or Employment Pass (EP) holder. A company is required to have at least one director who is ordinarily resident in Singapore. It must also have a company secretary, who cannot be a sole director and must be resident in Singapore.","Since December 1967 last amended in 2021;

Since March 2024",https://sso.agc.gov.sg/Act/CoA1967#pr4-;,https://sso.agc.gov.sg/Act/SIRA2024?WholeDoc=1, , ,
3,3.4,"Screening of investment and acquisitions
Exception: Anti-trust measures related to M&A are not considered a restriction, unless discriminatory. ",0.25,"Telecommunications Act 1999;

Telecom and MediaCompetition Code 2012","Low thresholds for merger and acquisitions in the telecommunication sector are in place in Singapore. According to section 10 of the Telecommunications Competition Code and pursuant to section 26 of the Telecommunications Act, acquisitions higher than 12% of a controller of a designated telecommunications licensee must seek prior approval from the Infocomm Media Development Authority of Singapore (IMDA). Likewise, in the case of acquisitions higher than 30% of the total voting shares or voting power which results in a 30% or higher controlling stake of the designated telecommunication licensee, prior approval of the IMDA is required. ","Since December 1999 last amened in November 2022;

Since April 2012","https://sso.agc.gov.sg/Act/TA1999;

https://www.imda.gov.sg/-/media/Imda/Files/Inner/PCDG/Practice-Guidelines/TCC/TelecomCon_TenderOffer.pdf",https://www.imda.gov.sg/-/media/Imda/Files/Regulation-Licensing-and-Consultations/Frameworks-and-Policies/Competition-Management/Telecom-Competition-Code/02-2012TCCwef2July2014.pdf,,,
3,3.5,Commercial presence requirements to offer cross-border services in sectors relevant to digital trade,1,Companies Act 1967,"Under section 368, every foreign company must establish a place of business in Singapore before carry on business in the country. A foreign company shall have a registered office in Singapore to which all communications and notices may be addressed and which shall be open and accessible to the public for not less than 5 hours between 9 a.m. and  5 p.m. each business day (Section 370). ",Since December 1967 last amended in 2021;,https://sso.agc.gov.sg/Act/CoA1967#pr4-,,, ,
4,4.1,Patent application issues,0,"Patents Act 1994;

Patent (Amendment) Act 2017","No restriction on patent application process. The procedure is adhered to the Patent Cooperation Treaty (Sections 85-88). A foreign patent applicant can file an international patent application under the PCT, designating Singapore as one of the countries where they seek protection. The applicant must file a national phase application in Singapore within 30 months of the initial filing date of the PCT application if they wish to proceed with seeking patent protection in Singapore. This period could be extended by up to 18 months with a request and fee for extension.. The applicant can also file a patent online. 

Requirements/restrictions on the patent application process in Singapore include:
• Requirement to have an address for service in Singapore (Section 25 of the Patents Act read with Rules 19 and 31 of the Patents Rules)
• Restriction on applications outside Singapore by a Singapore resident unless with written authority, or an application has been filed in Singapore at least 2 months before filing outside Singapore (Section 34 of the Patents Act) 
Except for the restriction on applications outside Singapore by a Singapore resident, the other requirements/restrictions are applicable to all applications, regardless of whether they were filed by local or foreign individuals/entities.","Since February 1995 last amended in November 2022;

Since April 2017","https://sso.agc.gov.sg/Act/PA1994;

https://www.ipos.gov.sg/about-ip/patents/how-to-register",https://sso.agc.gov.sg/Acts-Supp/18-2017/Published/20170411?DocDate=20170411,https://www.ipos.gov.sg/about-ip/patents/how-to-register-overview/pct-route/, ,0
4,4.2,"Patent enforcement issues: civil and administrative procedures and remedies, provisional and other measures",0,"Patents Act 1994;

Patent (Amendment) Act 2017","There are civil and administrative procedures and remedies, and provisional measures in Singapore. Part XIII of Singapore’s Patents Act 1994 addresses patent infringement claims within Singapore. Such claims must be filed in the General Division of the High Court. Previously, until 1 April 2022, the Intellectual Property Office of Singapore (IPOS) was also authorized to handle patent infringement matters if both parties agreed to refer the dispute to IPOS. However, due to an amendment to the Patents Act, since 1 April 2022, only the General Division of the High Court can adjudicate patent infringement claims, unless there is an alternative agreement, such as one to arbitrate. Proprietors, co-proprietors and exclusive licensees of patents have locus standi to sue for patent infringement. ","Since February 1995 last amended in November 2022;

Since April 2017",https://sso.agc.gov.sg/Act/PA1994;,https://sso.agc.gov.sg/Acts-Supp/18-2017/Published/20170411?DocDate=20170412,, ,
4,4.2,"Patent enforcement issues: civil and administrative procedures and remedies, provisional and other measures",0,"Patents Act 1994;

Patent (Amendment) Act 2017",No restriction on the enforcement of patents. Civil proceedings may be brought in the court by the proprietor of a patent in respect of any act alleged to infringe the patent (Section 67). International patents enjoy the same protection as locally filed patents. The holders of international patent can take legal action in Singapore to enforce their rights and seek remedies like injunctions or damages for infringement (Section 67).,"Since February 1995 last amended in November 2022;

Since April 2017",https://sso.agc.gov.sg/Act/PA1994,https://sso.agc.gov.sg/Acts-Supp/18-2017/Published/20170411?DocDate=20170411,, ,
4,4.3,Not in the WIPO Copyright Treaty (WCT),0,Participation to the Patent Cooperation Treaty,Singapore ratified the Patent Cooperation Treaty on 23 February 1995. Singapore also ratified the Paris Convention for the Protection of Industrial Property and it entered into force on February 1995.,Since February 1995,"https://www.wipo.int/pct/en/pct_contracting_states.html;

https://www.wipo.int/edocs/lexdocs/laws/en/sg/sg074en.pdf", , , ,
4,4.4,Lack of copyright framework and exceptions,0,Copyright Act 2021,"The Copyright Act 2021 provides the legal framework for copyright and contains provisions on copyright exceptions, such as fair use (Part 5 Division 2) and other permissible uses aligned with Art 9(2) of Berne Convention. 

The Copyright Act (Part 5 Division 2) recognises the fair dealing of copyright material for research and study.

Fair dealing only apply to specific purposes, such as: Research and private study, Criticism and review, News reporting, Parody and satire, Judicial proceedings or professional legal advice. ",Since 2021,https://sso.agc.gov.sg/Acts-Supp/22-2021/Published/,https://sso.agc.gov.sg/Act/CA2021, , ,
4,4.5,Online copyright enforcement issues: civil and administrative procedures and remedies; and provisional measures,0,"Copyright Act 2021;

Copyright Regulation 2021;

Rules of Court 2021;

Supreme Court of Judicature (Intellectual Property) Rule 2022, 

IP Court Guide;

Copyright Tribunals (Procedure) Regulation 2021","Copyright infringement proceedings in Singapore follow a process similar to standard court litigation. Under part 3, division 9 of Copyright Act 2021, copyright infringement proceedings in Singapore begin with a writ of summons and statement of claim. The defendant can then file a defense and counterclaim, with the claimant responding accordingly. The court may grant summary judgment if the defendant lacks a defense; otherwise, the case proceeds to trial. Key stages include discovery, filing affidavits of evidence, and presenting witnesses. Interlocutory applications are allowed throughout, and a judge, not a jury, decides the outcome.

Copyright infringement proceedings follow the process set out in Copyright Regulation 2021, Rules of Court 2021, Supreme Court of Judicature (Intellectual Property) Rule 2022, and the IP Court Guide. In the case of a copyright dispute relating to licences, licence schemes, royalties, equitable remuneration and the terms on which the Singapore Government can use copyright material, the process  is set out in Copyright Tribunals (Procedure) Regulation 2021. Remedies and Provisional Measures are set out in Copyright Act 2021.",Since 2021,https://sso.agc.gov.sg/Acts-Supp/22-2021/Published/,"https://sso.agc.gov.sg/Act/CA2021

https://sso.agc.gov.sg/SL/SCJA1969-S914-2021?DocDate=20250519

https://sso.agc.gov.sg/SL/SCJA1969-S205-2022?DocDate=20220321

https://www.judiciary.gov.sg/docs/default-source/circulars/2013/registrar's_circular_no_2_2013_supreme_courts.pdf?sfvrsn=9accd6f9_0",https://sso.agc.gov.sg/SL/CA2021-RG4?DocDate=20250530,,
4,4.5,Online copyright enforcement issues: civil and administrative procedures and remedies; and provisional measures,0,Copyright Act 2021,"An action against a person for an infringement of copyright may be brought in the Court by copyright owner or exclusive licensee 6 years after the infringement takes place (Sections 153 and 154). In Subdivision (3) - Section 325(1) of the Copyright Act allows the Court to order a Network Connection Provider (NCP) to disable access to an online location if (b)the online location has been or is being used to commit rights infringements in relation to copyright works or protected performances of which the applicant is the rights owner.

Section 315 restricts the remedies available against network service providers (NSPs) in case of copyright infringements, provided certain conditions are met. The court can order the NSP to disable access to infringing copies but not grant monetary remedies​. Sections 317 and 319 outline provisions for take-down notices, enabling rights owners to require NSPs to remove or disable access to infringing content on their primary networks. Section 324 establishes penalties for submitting false statements in take-down or restoration notices, ensuring that such measures are not misused​.",Since 2021,https://sso.agc.gov.sg/Acts-Supp/22-2021/Published/,,, ,
4,4.6,Not in the WIPO Copyright Treaty (WCT),0,Signature of the WIPO Copyright Treaty,Accession to the WIPO Copyright Treaty since 2005,"Since January 2005, in force since April 2005",https://wipolex.wipo.int/en/treaties/ShowResults?search_what=C&treaty_id=16, , , ,
4,4.7,Not in the WIPO Performances and Phonographs Treaty (WPPT),0,Signature of the WIPO Performances and Phonograms Treaty,Accession to the WIPO Performances and Phonograms Treaty since 2005,"Since January 2005, in force since April 2005",https://wipolex.wipo.int/en/treaties/ShowResults?search_what=C&treaty_id=20, , , ,
4,4.8,"Mandatory disclosure of trade secrets, such as source code and algorithms",0,Copyright Act 2021,"Confidential Information which comprises of copyrighted material (e.g. instruction manuals, computer software, databases) will be protected by both the law of confidential information under common law doctrine and the Copyright Act (chapter 63). The law on the protection of confidential information protects ideas and information not in the public domain, including trade secrets. This law is not codified in Singapore and is generally contractually controlled.

There is no mandatory disclosure of trade secrets.",Since 2021,https://sso.agc.gov.sg/Acts-Supp/22-2021/Published/,, , ,
4,4.9,Lack of effective trade secrets legal framework,0,"Trade Secrets Enterprise Guide issued by Intellectual Property Office of Singapore;

Common Law doctrine of breach of confidence","In Singapore, there is no express legislation for the protection of trade secrets per se. Instead, protection of trade secrets in Singapore is typically through the common law doctrine of breach of confidence, as well as (where applicable) the use of IP and contract law. It protects all types of confidential information, such as your personal/private information (e.g., medical reports, photographs, receipts).

For information to be protectable as confidential information or a trade secret, it must not already be available to the public at large and it must be clearly and specifically identified (Nanofilm Technologies International Pte Ltd v Semivac International Pte Ltd and others [2018] SGHC 167). 

Additionally, the Intellectual Property Office of Singapore's Trade Secrets Enterprise Guide reports: In considering whether a breach of confidence is made out, the following will be considered: 1) whether the information has the quality of confidentiality; 2) whether the information was imparted in circumstances importing an obligation of confidentiality. An obligation of confidentiality can be found even where confidential information has been accessed or acquired without the company’s knowledge or consent; 3) whether the person who came into the information is able to demonstrate that his conscience was unaffected.  For instance that he was not aware that the information was confidential or he came across the information by accident.

Confidential information is protected by the common law doctrine – law of confidence, as well as contract law and various legislation(s) dependent on the circumstance. 

• For example, section 3 of the Computer Misuse Act 1993 may apply in cases where a person breaches cybersecurity in order to gain access to trade secrets whilst section 24 of the Personal Data Protection Act obligates the organisation collecting personal data to protect the personal data by making reasonable security arrangements. 
The Trade Secrets Enterprise Guide issued by the Intellectual Property Office of Singapore provides further guidance on this. ",Since 2022,"https://www.ipos.gov.sg/about-ip/trade-secrets;

https://www.ipos.gov.sg/docs/default-source/resources-library/trade-secrets/trade-secrets-guide.pdf",,,,
4,4.9,Lack of effective trade secrets legal framework,0,Computer Misuse Act 1993,"The Computer Misuse Act 1993 (“CMA”) may also apply in cases where your cybersecurity has been breached by a person seeking to obtain your trade secrets. Under the CMA, it is an offence for persons to knowingly cause a computer to perform a function in order to gain unauthorized access to any programme or data held in any computer (section 3(1) of the CMA).",Since August 1993 last amended in December 2021,"https://sso.agc.gov.sg/Act/CMA1993;

https://www.ipos.gov.sg/docs/default-source/resources-library/trade-secrets/trade-secrets-guide.pdf;

https://intellectual-property-helpdesk.ec.europa.eu/system/files/2020-10/en_trade_secrets_201704.pdf",,, ,
5,5.1,Absence of passive infrastructure sharing,0,"Telecommunications Act 1999;

Code of Practice for Competition in the Provision of Telecommunication and Media Services 2022 issued by Infocomm Media Development Authority (IMDA)","In Telecommunication Act 1999, Section 26 prohibits exclusive agreements between developers, landowners, or occupiers and telecommunication providers that would restrict access to infrastructure by other licensees, ensuring that telecommunication facilities can be shared among different service providers.

Under the Code of Practice for Competition, IMDA will require sharing of any Telecommunication Infrastructure or Media Resource that it determines is Critical Support Infrastructure or an Essential Resource (Section 7). The Critical Support Infrastructure or an Essential Resource is based on the criteria, such as when telecommunication infrastructure is not fully utilised, and an new entrant would neither be able to replicate the telecommunication infrastructure (Section 7.3.1). ","Since December 1999 last amened in December 2021;

Since 2022", https://sso.agc.gov.sg/Act/TA1999#pr3-,https://www.imda.gov.sg/-/media/imda/files/regulation-licensing-and-consultations/frameworks-and-policies/competition-management/telecom-competition-code/code-of-practice-for-competition-for-the-provision-of-telecom--media-services-wef-2may2022.pdf, , ,0.426
5,5.2,Foreign equity limits in telecom sector,0,Telecommunications Act 1999,"The Singapore telecoms sector was fully liberalised on 1 April 2000. Since then, there have been no direct or indirect foreign equity limits imposed on persons holding a licence to provide telecom services in both fixed and mobile services.

Singapore allows up to 100% foreign ownership in facilities-based operators (FBOs) that provide telecommunication services, including mobile and broadband services. The Telecommunications Act 1999, under Section 38 (Part 5A), provides IMDA with oversight powers concerning significant changes in equity interests, voting power, or control in telecommunication licensees. Section 38 requires approval from IMDA if an investor intends to acquire significant control (e.g., more than 5%, 12%, or 30% of voting shares) in designated telecommunication licensees. ",Since December 1999 last amened in December 2021, https://sso.agc.gov.sg/Act/TA1999#pr3-,,, ,
5,5.3,Shares owned by the Government in telecom companies,1,Telecommunications Limited (Singtel) owned by Temasek Holdings,"Temasek Holdings is Singapore’s sovereign wealth fund, fully owned by the government, and it holds significant shares in Singapore Telecommunications Limited (Singtel), one of the largest telecommunications operators in Singapore and the region.
Singtel is the largest telecommunications company in Singapore and one of the largest in Asia.  As of 31 March 2024, Temasek Holdings owns approximately 51% of Singtel, making it the major shareholder. This level of government ownership provides Singapore with strategic control over one of its key national telecommunications assets. Tamasek also owns 100% equity shares in Singapore Technologies Telemedia Pte Ltd (ST Telemedia), which is an investment company that owns shares in another telecom incumbent,  StarHub.","Since October 1993;

Last reviewed in September 2024","https://www.temasek.com.sg/en/our-investments/our-portfolio/telecommunications-media-technology;

https://www.singtel.com/about-us/investor-relations/share-information;

https://www.sttelemedia.com/portfolio/overview;

https://www.temasekreview.com.sg/downloads/Temasek-Review-2024-full-version.pdf",,,,
5,5.4,Lack of functional/accounting separation,0.5,"Telecommunications Act 1999;

Code of Practice for Competition in the Provision of Telecommunication and Media Services 2022 (Converged Code)  issued by Infocomm Media Development Authority (IMDA)","Accounting separation is required for the application of dominant licensees and their related companies. Under section 2.3 of the Converged Code, a licensee will be classified as ‘dominant’ if it is licensed to operate facilities that are sufficiently costly or difficult to replicate such that requiring new entrants to do so would create a significant barrier to rapid and successful entry into the telecommunication and (or) media market in Singapore by an efficient competitor; or if it has the ability to exercise significant market power in any market in Singapore in which it provides telecommunication or broadcasting services. 

The Telecom Competition Code Section 8.1.4.1.3 requires these operators to separate their financial accounts for different services to prevent cross-subsidization and to enhance cost transparency. Accounting separation involves the preparation of separate financial statements for different segments of the business, such as wholesale and retail operations.

Accounting separation is a tool available to the regulator, but are not applied by default.Section 8.1.4.1.3 of the Telecom and Media Competition Code prohibits a Telecommunication Licensee with significant market power from abusing its dominant position by engaging in cross-subsidisation. It does result in a default requirement for operators to separate their financial accounts for different services. A Telecommunication Licensee found to have contravened Section 8.1.4.1.3 of the Telecom and Media Competition Code will be subject to remedial actions by the IMDA, and accounting separation is one of such actions that IMDA can consider imposing.

Accounting Separation Guidelines has been enacted.

Singapore does not mandate functional separation (the operational division between retail and wholesale units) for SMP operators.","Since December 1999 last amened in December 2021;

Since 2022",https://sso.agc.gov.sg/Act/TA1999#pr3-,https://www.imda.gov.sg/-/media/Imda/Files/Regulation-Licensing-and-Consultations/Frameworks-and-Policies/Competition-Management/Telecom-Competition-Code/Code-of-Practice-for-Competition-for-the-Provision-of-Telecom--Media-Services-wef-2May2022.pdf,,,
5,5.5,Licensing requirements in telecom sector for operators,1,Telecommunications Act 1999,"The IMDA’s current practice is to issue facilities-based operations (“FBO”) licences only to companies incorporated in Singapore, which can be wholly owned by a foreign entity.  In the case of services-based operations (“SBO”) (Individual) licences, the IMDA would also issue licences to local registered branches of foreign companies, while SBO (Class) licences may also be held by limited liability partnerships or limited partnerships.  Dealers who intend to manufacture, import, let for hire, sell, or offer or possess for sale telecoms equipment would need to apply for a Dealer’s Individual licence or register for a Dealer’s Class licence (as the case may be).  Only Singapore citizens, companies incorporated under the Companies Act 1967 (“CA”), limited liability partnerships, or persons carrying on a business registered under the Business Registration Act (including foreign persons) are permitted to hold a Dealer’s licence. (Telecommunications Act Chapter 323 section5).",Since December 1999 last amened in December 2021,https://sso.agc.gov.sg/Act-Rev/TA1999/Published/20211231?DocDate=20001230,,,,
5,5.6,Not in the WTO Telecom Reference Paper,0,WTO Telecom Reference Paper,Singapore has attached the WTO Telecom Reference Paper to its schedule of commitments.,Since 1994,"https://www.wto.org/english/tratop_e/serv_e/telecom_e/sc76.pdf;

https://www.wto.org/english/tratop_e/serv_e/telecom_e/telecom_commit_exempt_list_e.htm;

https://www.wto.org/english/tratop_e/serv_e/telecom_e/telecom_highlights_commit_exempt_e.htm#country",,, ,
5,5.7,Lack of independent telecom authority,1,"Telecommunications Act 1999;

Info-Communications Media Development Authority Act 2016","The Info-communications Media Development Authority Act 2016 establishes the telecommunications authority, the Info‑Communications Media Development Authority (IMDA) (Part 2). The IMDA regulates competition in the telecom market, and media sector in Singapore. However, the IMDA is under the Ministry of Digital Development and Information (MDDI). The MDDI has the power to overrule the desicion made by the IMDA. For example, section 92 of the Telecommunications Act, the Minister can issue seperation orders to telecommunication licensee that overrides the IMDA's decision.","Since December 1999 last amened in December 2021;

Since 2016",https://sso.agc.gov.sg/Act/TA1999#pr3-,https://sso.agc.gov.sg/act/imdaa2016, , ,
6,6.1,"Ban and local processing requirements
Exception: Not score data localization measure applied to government data.",0,"Personal Data Protection Act 2012;

Personal Data Protection (Amendment) Act 2020",Singapore does not implement ban on data transfer and local processing requirement.,"Since 2012 last amended on 1 February 2021;

Since February 2021","https://sso.agc.gov.sg/Act/PDPA2012;

https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act;

https://www.pdpc.gov.sg/overview-of-pdpa/the-legislation/personal-data-protection-act/data-protection-obligations",https://sso.agc.gov.sg/Acts-Supp/40-2020/,,,0.173
6,6.2,"Local storage requirements
Exception: Not score data localization measure applied to government data.",0.5,Companies Act 1967,"According to Section 199, every company must retain accounting for a period of 5 years from the end of the financial year in which the transactions or operations to which those records relate are completed. This data shall be kept at the registered office of the company or other places in Singapore specified by the director. This provision is to ensure that the company will have sufficient data to enable them to properly audited and true financial statements.

Specifically, accounting records under this Act refers to records in relation to a corporation, includes such working papers and other documents as are necessary to explain the methods and calculations by which accounts of the corporation are made up (Section 4). ",Since July 2014 last amended in 2021,https://sso.agc.gov.sg/Act/CoA1967,, , ,
6,6.3,"Infrastructure requirements
Exception: Not score data localization measure applied to government data.",0,"Personal Data Protection Act 2012;

Personal Data Protection (Amendment) Act 2020",Singapore does not implement infrastructure requirement. ,"Since 2012 last amended on 1 February 2021;

Since February 2021",https://sso.agc.gov.sg/Act/PDPA2012,https://sso.agc.gov.sg/Acts-Supp/40-2020/,, ,
6,6.4,"Conditional flow regimes
Exception: Not score data localization measure applied to government data.",1,"Personal Data Protection Act 2012;

Personal Data Protection (Amendment) Act 2020","According to Section 26, an organisation may only transfer personal data outside Singapore if it has taken appropriate steps to ensure that: 
- it will comply with the Personal Data Protection Act (PDPA) obligations in respect of the transferred personal data while it remains in its possession or under its control; and 
- the recipient outside of Singapore is bound by legally enforceable obligations to provide a standard of protection to the personal data transferred that is comparable to that under the PDPA. 

In this regard, “legally enforceable obligations” would include obligations imposed on the recipient: (i) under law (e.g. the recipient’s relevant national data privacy legislation); (ii) under any contract: (a) requiring the recipient to provide a standard of protection to the personal data transferred that is at least comparable to the protection under the PDPA; and (b) specifying the countries and territories to which the personal data may be transferred under the contract; (iii) under binding corporate rules (see below); or (iv) any other legally binding instrument.

An organisation will be taken to have satisfied the second requirement if the individual consents to the transfer of the personal data to the recipient in that country.","Since 2012 last amended on 1 February 2021;

Since February 2021","https://sso.agc.gov.sg/Act/PDPA2012;

https://www.pdpc.gov.sg/Overview-of-PDPA/The-Legislation/Personal-Data-Protection-Act",https://sso.agc.gov.sg/Acts-Supp/40-2020/,, ,
