Chapter,Question,Question: description,Individual Indicator Score,Source Legislation,Impact,Timeframe for Indicator,References,"References, 2","References, 3","References, 4",Overall Pillar Score
1,1.1,Weighted average of effective tariff rates applied on ICT goods imported from other Asia-Pacific economies (%),0.026,Effectively applied tariffs on ICT goods (in weighted average) imported from other economies within the considered United Nations region (%),0.26,Since 2022,http://wits.worldbank.org/WITS/,,,,0.050
1,1.2,Percentage of none duty-free tariff lines on ICT goods imported from other Asia-Pacific economies (%),0,No duty-free tariff lines on ICT goods from other economies within the considered United Nations region (%),77.21,Since 2022,http://wits.worldbank.org/WITS/,,,,
1,1.3,Not a signatory to the WTO ITA I and ITA II,0.50,Lack of participation in ITA Expansion Agreement (ITA II),Indonesia is a signatory of the 1996 WTO Information Technology Agreement (ITA). The ITA provides for participants to completely eliminate duties on IT products covered by the Agreement. Indonesia has not signed the ITA-II Agreement which was concluded in 2015 to expand the product coverage of the ITA.,"Since 1996, updated in 2015",https://www.wto.org/english/tratop_e/inftec_e/itscheds_e.htm,https://www.wto.org/english/news_e/news15_e/ita_16dec15_e.htm,,,
1,1.4,"Imposing trade defence measures (anti-dumping, countervailing duties and safeguards) on ICT-related products imported by other Asia-Pacific economies",0,"Regulation of the Minister of Trade No.34/M-DAG/PER/6/2014 on Antidumping Measure, Compulsory Measure, and Trade Safeguard Measure 2011;

Komite Anti Dumping Indonesia (KADI) website","Regulation of the Minister of Trade of the Republic of Indonesia Number 34/M-DAG/PER/6/2014, primarily outlines the organization and work procedures of the Indonesian Trade Security Committee (KPPI). It does not explicitly mention ICT-related goods (Information and Communication Technology) or any specific articles related to ICT. Instead, it provides a general framework for handling trade security measures, including investigations into serious losses or threats to domestic industries caused by surges in imports.

- Article 2: KPPI is tasked with addressing issues related to serious losses or threats to domestic industries caused by a surge in imports. If ICT-related goods are identified as causing such issues, KPPI would handle the investigation.
- Article 3: KPPI's functions include: Conducting investigations into serious losses or threats to domestic industries caused by imports. Collecting and processing evidence related to such investigations. Recommending trade security actions to the Minister of Trade.
- Article 12: The Sub Committee of Investigation in the Sector of Industry and Mining is responsible for investigating serious losses or threats to domestic industries in the industrial and mining sectors. ICT-related goods, being part of the industrial sector, could fall under this category.
- Article 14: Financing for KPPI's activities, including investigations into specific goods (potentially ICT-related), is covered by the National Budget of the Ministry of Trade.

From the Penyelidikan Berjalan (Ongoing Investigations) section of the KADI website, there are currently no explicit cases related to ICT (Information and Communication Technology) goods. The ongoing investigations listed are:
- PP Copolymer
- Benang Filamen Sintetik (Synthetic Filament Yarn)
- Kertas Duplex (Duplex Paper)
- PP Homopolymer
","Since July 2011;

Last reviewed in January 2025",http://www.flevin.com/id/lgso/translations/JICA%20Mirror/english/4738_PP_34_2011_e.html,https://kadi.kemendag.go.id/penyelidikan-berjalan/ppcopolymer,https://web.wtocenter.org.tw/file/PageFile/388456/GADPN384IDN.pdf,https://trade-remedies.wto.org/en/antidumping/measures#,
2,2.1,Foreign exclusions from public procurement related to ICT goods and digital services,1,Presidential Regulation No.16 on Government Procurement of Goods and Services 2018,"The Presidential Regulation No.54 on Government Procurement of Goods and Services 2010 has been revoked and replaced by Presidential Regulation 16/2018 where there is currently a second revision of Presidential Regulation 16/2016 (amendment) 

Presidential Regulation No.16 Year 2018 on Government Procurement and its amendments:
-	The Presidential Regulation underlines the importance of key procurement principles, such as transparent, open, effective, competitive and accountable as well  as value for money.
-	According to article 63, foreign companies may participate in international procurement under the following thresholds:
○	Rp 1 trillion (approx. 60.8 million USD*) for construction works;
○	Rp50 billion (approx. 3.01 million USD*) for goods and other services; and
○	Rp25 billion (approx. 1.52 million USD*) for consulting services.
-	Furthermore, foreign companies are also allowed to participate under such thresholds in a case there are no qualified domestic companies to fulfill requirements/technical specification. Therefore, the participation of foreign companies is not restricted to extremely large bids.
-	In the same article, it is stipulated that international procurement is announced on the website of the Ministries/Institutions/Local Governments and the international community website. 

Article 66 mentions the use of domestic products in government procurement, however, there is also the possibility to procure imported goods in the event that the goods cannot be produced domestically or domestic production volume is unable to meet the demand.

Foreign business actors can also participate in procurement in Indonesia below a predetermined threshold value as long as there are no capable and qualified national business actors. This means that Indonesian government procurement does not exclude foreign business actors in general or a group of foreign business actors or only allow foreign business actors for procurement packages above the threshold.","Since March 2018
",https://peraturan.bpk.go.id/Home/Details/73586/perpres-no-16-tahun-2018,,,,1
2,2.1,Foreign exclusions from public procurement related to ICT goods and digital services,1,"President Instruction No. 22/2022 on Accelerating the Increase in the Use of Domestic Products and Products from Micro, Small Enterprises, and Cooperatives to Support the Success of the National Movement ""Proudly Made in Indonesia"" in the Implementation of Government Procurement of Goods and Services 2022","On 30 March 2022, the government of Indonesia issued President Instruction No. 22/2022, mandating all government agencies to spend at least 40% of their budget on local products produced by SMEs. According to the regulation, the objective is to increase the use of local products to support the ""Proud of Using Products Made in Indonesia"" campaign. The regulation entered into force on 30 March 2022.","Since March 2022
",https://peraturan.bpk.go.id/Details/204320/inpres-no-2-tahun-2022,,,,
2,2.1,Foreign exclusions from public procurement related to ICT goods and digital services,1,"Regulation of the Government of the Republic of Indonesia No.29 on Industrial Empowerment 2018
;
Regulation of the Government of the Republic of Indonesia No.28 on the Implementation of the Industrial Sector 2021
;
Regulation of the Government of the Republic of Indonesia No.46 on Amendments to Regulation of the Government of the Republic of Indonesia  No.28 on the Implementation of the Industrial Sector 2023","Under the Regulation of the Government of the Republic of Indonesia No.29 of 2018 on Industrial Empowerment 2018 as amended by Government Regulation (PP) No.28 of 2021
Maintenance of Industrial Fields, Articles 57 and 58 specify the obligation of utilizing domestic products for government procurement if funded by the state or regional budgets, including details on compliance.

According to Article 57, the following entities are required to utilize domestic products in the procurement of goods and services: State institutions, ministries, non-ministerial government institutions, other government institutions, and regional working units when the procurement is financed by:
- The state budget (APBN) or regional budget (APBD).
- Domestic or foreign loans or grants.
State-owned enterprises (SOEs), other state-owned legal entities, regionally-owned enterprises, and private enterprises in the procurement of goods and services when:
- Financing is derived from the state budget or regional budget.
- Work is conducted under a cooperation scheme between the Central Government and/or Local Governments with enterprises.
- The procurement involves the exploitation of state-controlled resources (e.g., natural resources, telecommunications frequencies, etc.).

Article 58 specifies that the obligation to utilize domestic products applies at both the planning and implementation stages of the procurement process.
Entities must prepare an annual plan for the goods and services they need, including technical specifications, amounts, prices, and procurement schedules. 

Article 61 requires that domestic products must be utilized if the combined value of their National Contribution Value (TKDN) and Corporate Contribution Value is at least 40%. The TKDN value of the domestic product must be at least 25%.

Article 64 mandates price preferences for domestic products:
- A maximum 25% price preference for goods with a TKDN value of at least 25%.
- A maximum 7.5% price preference for construction services provided by domestic companies over foreign competitors.","Since July 2018, last amended in February 2021
; 
Since February 2021
;
Since September 2023
",https://peraturan.bpk.go.id/Details/89213/pp-no-29-tahun-2018,https://peraturan.bpk.go.id/Details/161862/pp-no-28-tahun-2021,https://peraturan.bpk.go.id/Details/265189/pp-no-46-tahun-2023,,
2,2.1,Foreign exclusions from public procurement related to ICT goods and digital services,1,"Regulation of the Minister of Communication and Informatics of the Republic of Indonesia No.41/PER/M.KOMINFO/10/2009 on Procedures for Assessing the Achievement of Domestic Component Levels in the Implementation of Telecommunications 2009
","Decree No. 41/PER/M.KOMINFO/10/2009: Article 1(4) and subsequent sections define and outline the procedures for assessing domestic content (TKDN) in telecommunications.
Article 1(4): Definition of Level of Domestic Component (TKDN). TKDN (LDC) is defined as the portion of domestic components in goods, services, or a combination of both, used in telecommunications.
It includes:
- Goods: Telecommunication materials and equipment.
- Services: Design, engineering, and other supporting services.
- Combination: A mix of goods and services.
The domestic component must involve local manufacturing, fabrication, assembling, work settlement, and services performed domestically, using local experts and software.

Article 3(1) and 3(2) of Calculation of TKDN and Foreign Component provides the formula for calculating the Level of Domestic Component (TKDN) and explicitly identifies the Foreign Component (FC) as part of the calculation. The formulas are:

Formula 1:
% TKDN (Capex) = ((Total Capex − Foreign Component Capex) /Total Capex) × 100 %

Formula 2:
% TKDN (Capex) = (Domestic Component Capex / Total Capex) ×100%

This explicitly separates foreign components (e.g., imported goods, foreign services, foreign software) from domestic components, ensuring that foreign elements are excluded from the TKDN percentage.

Article 4(1) and 4(2) of Proof of Domestic Expenditure requires telecommunication providers to show proof of domestic expenditure for telecommunication materials/equipment sourced from domestic vendors. It also mandates that the percentage of TKDN for these materials/equipment must be authenticated by:
- An authorized agency or
- An independent survey institute assigned by the government.
This ensures that foreign components are excluded unless they are explicitly verified as domestic.

Article 5 of Verification of Domestic Components  mandates that any assessment of TKDN using telecommunication materials/equipment from domestic providers must be verified by:
- An authorized agency, or
- An independent survey institute.
This verification process ensures that foreign components are not misrepresented as domestic.

Article 6 of Local Content Threshold states that telecommunication materials/equipment with ≥ 50% local content are considered to have 100% local content for TKDN purposes. This provision effectively excludes foreign components from being counted as domestic unless they meet the 50% threshold.",Since October 2009,https://peraturan.bpk.go.id/Details/159035/permenkominfo-no-41permkominfo102009-tahun-20,https://peraturan.infoasn.id/peraturan-menteri-perindustrian-nomor-102-m-ind-per-10-2009/,,,
2,2.1,Foreign exclusions from public procurement related to ICT goods and digital services,1,Regulation of the Minister of Industry No. 15/M-IND/PER/3/2016 on Specification Standards and Price Standards for Domestic Transmission Towers and Conductors to Accelerate the Development of Electricity Infrastructure 2016,"Regulation No. 15/M-IND/PER/3/2016 primarily focuses on Tower Transmission and Conductor products, the principles outlined in Articles 2, 4, 6, 7, and 8 regarding the prioritization of domestic content (TKDN) and compliance monitoring can be applied to ICT goods and digital services in public procurement.

Article 2 states that Tower Transmission and Conductor products must comply with Standar Spesifikasi (Standard Specifications) and Standar Harga (Standard Prices). The specifications and pricing standards are likely designed to favor domestic products, indirectly excluding foreign goods that do not align with these standards.

Article 4 establishes a benchmark pricing system for the procurement of domestic Transmission Towers and Conductors. This ensures that public procurement adheres to fair and consistent pricing, avoiding overpricing or underpricing. By mandating adherence to Standard Prices for domestic products, Article 4 indirectly excludes foreign products that may not align with these price benchmarks. This is because foreign products are not explicitly included in the pricing standards, and the regulation prioritizes domestic goods. The Standard Prices are tied to the domestic content requirements (TKDN) outlined in Article 6. 

Article 6 article mandates that Tower Transmission and Conductor products used in the acceleration of electricity infrastructure must meet a minimum Tingkat Komponen Dalam Negeri (TKDN) (Domestic Component Level) of 40%. This provision explicitly prioritizes domestic products and components, effectively excluding foreign goods and services that do not meet the required TKDN threshold from public procurement, because only products meeting the minimum TKDN threshold (40%) are eligible for procurement, and their prices must align with the standards in Lampiran I and II.

Article 7: The TKDN value must be verified and certified through a formal process, as outlined in this article. Ensuring that only products meeting the domestic content requirements are eligible for procurement, further excluding foreign products that fail to meet these standards.","Since March 2016
",https://peraturan.bpk.go.id/Details/167005/permenperin-no-15m-indper32016-tahun-2016,,,,
2,2.2,"Specific requirements on source codes, encryption and trade secrets ",1,Regulation of the Government of the Republic of Indonesia No.71 on the Provision of Electronic System and Transaction 2019,"Government Regulation No. 82 of 2012 on the Implementation of System and Electronic Transactions. Specifically, Article 8: Requires that providers who develop software specifically for a government agency must submit the source code and related documentation to the agency. If direct submission is not feasible, the source code and documentation should be entrusted to a reliable third party. We are of the view that the notes contained in the column Findings/ Inquiries regarding the sub-pillars may provide some insight into the content of Article 8. Article 9: Emphasizes the confidentiality of the source code, allowing for inspection only if necessary for investigation purposes. 

Government Regulation No. 71 of 2019 on the Implementation of System and Electronic Transactions regarding the Implementation of Electronic Systems and Transactions, article 9 specifies that software developers providing custom software for public electronic systems must submit source code and documentation to the relevant public institution. If internal storage is not feasible, a third party trusted for source code safekeeping can be used. This ensures government institutions maintain control over critical software. This regulation do not explicitly link trade secrets to public procurement but imply the need for protecting sensitive information. For instance, Article 15 emphasizes maintaining the confidentiality, integrity, and availability of personal data and related documentation. The first and second sentences in bullet point 2.2.1(a) are true because can be referred to Article 9 paragraph (1) and (3). However, the next sentence is an author's interpretation that is not included in the body or explanatory section of PP 71/2019.

Based on Article 103 paragraph (2) of Government Regulation No. 71/2019, Government Regulation No. 82/2012 has been revoked. Therefore, following the legal principle lex posterior derogat legi priori (a newer regulation overrides an older one), the provisions under Government Regulation No. 71 of 2019 now serve as the main legal reference for the implementation of electronic systems and transactions. 

",Since October 2019,https://peraturan.bpk.go.id/Home/Details/122030/pp-no-71-tahun-2019,https://jdih.kominfo.go.id/produk_hukum/view/id/6/t/peraturan+pemerintah+republik+indonesia+nomor+82+tahun+2012,,,
2,2.3,Limitations in procurement bidding,1,"Regulation of the Government of the Republic of Indonesia No.29 on Industrial Empowerment 2018
;
Regulation of the Government of the Republic of Indonesia No.28 on
Maintenance of Industrial Fields 2021","Article 63 requires that domestic service companies must be involved in the procurement of services or a combination of goods and services. These companies must:
- Be state-owned enterprises, regionally-owned enterprises, or private enterprises with more than 50% ownership by Indonesian citizens or entities.
- Be domiciled and operating within Indonesia.","Since July 2018, last amended in February 2021
; 
Since February 2021",https://peraturan.bpk.go.id/Details/89213/pp-no-29-tahun-2018,https://peraturan.bpk.go.id/Details/161862/pp-no-28-tahun-2021,,,
2,2.3,Limitations in procurement bidding,1,Regulation of the Minister of Industry No.02/M-IND/PER/1/2014 on Guidelines of Increasing Use of Domestic Products 2014,"The Ministry of Industry Regulation No. 02/M-IND/PER/1/2014 Article 16.1 restricts the participation of foreign suppliers in public procurement. According to the law, Articles 17 and 20 discuss the Domestic Component Level (TKDN) and the Benefit to Company Points (BMP) which is based on investments of the suppliers in Indonesia. According to Article 10, domestic service suppliers need to be prioritized. To be considered as a domestic service supplier, the majority of shares have to belong to an Indonesian citizen and two-thirds of the board members have to be locals. If no domestic service suppliers are participating in the procurement, service suppliers where more than 50% up to 90% is owned by a foreign company or foreign citizen will be taken into consideration. 

Ministry of Industry Regulation No. 02/M-IND/PER/1/2014: Article 3 and Article 4 cover the guidelines for the promotion and mandatory use of domestic products in government procurement, detailing conditions for verifying TKDN values. Article 10 mandates that service procurement must prioritize home services companies, which must be established under Indonesian law and operate domestically, with more than 50% shareholding by Indonesian citizens or state entities, and two-thirds of the board comprising Indonesian citizens. Articles 15 and 16 allow for participation by foreign service companies when domestic or national service companies are unavailable, specifying that such foreign companies can participate under specific conditions.",Since January 2014,https://bpbj.batam.go.id/wp-content/uploads/2022/06/Permenperin_No.02_2014_1.pdf,,,,
2,2.3,Limitations in procurement bidding,1,Regulation of the Government of the Republic of Indonesia No.71 on the Provision of Electronic System and Transaction 2019,"Government Regulation No. 71/2019 states that the electronic systems operators for public scope should store the electronic transaction data in Indonesia, unless the technology needed is unavailable in Indonesia. Public ESOs are defined to include 
(a) public bodies (such as central and regional executive, legislative, judicative bodies and any other bodies established pursuant to a statutory mandate); and 
(b) entities appointed by public bodies to operate electronic systems on their behalf. Previously, Government Regulation 82 (Article 17) required “electronic systems operators for public service” to connect their data to a data centre and a disaster recovery centre established in Indonesian territory for law enforcement and data protection. 

Although “public services” was not defined under the Government Regulation 82, this term had been interpreted in practice by MOCI broadly. Therefore, the local storage obligations were widely understood to cover all services offered to the public via the internet, effectively affecting many private sector companies.

Note that Government Regulation No. 82 of 2012, replaced by Government Regulation No. 71/2019 regarding the Provision of Electronic System and Transaction. ","Since October 2019
",https://peraturan.bpk.go.id/Home/Details/122030/pp-no-71-tahun-2019,,,,
2,2.3,Limitations in procurement bidding,1,Regulation of the Minister of Finance Regulation No.115/PMK.06/2020 on the Utilization of State-Owned Assets 2020,"The Ministry of Finance Regulation No.115/PMK.06/2020, which replaces the Ministry of Finance Regulation No.65/PMK.06/2016 mandates foreign entities to establish an Indonesian limited liability company before utilizing the state-owned property for undertaking the public procurement of the infrastructure projects (including telecommunication infrastructure) under the public-private partnership scheme. 

This requirement was already in place since 2016. Nevertheless, this represents a liberalisation for foreign companies in Indonesian public procurements, since previous required the prioritization of domestic service suppliers.",Since August 2020 ,https://peraturan.bpk.go.id/Home/Details/144664/pmk-no-115pmk062020,,,,
2,2.3,Limitations in procurement bidding,1,Regulation of the Minister of Industry No.02/M-IND/PER/1/2014 on Guidelines of Increasing Use of Domestic Products 2014,"The Ministry of Industry Regulation No. 02/M-IND/PER/1/2014 regulates the procurement of public goods and services. 
The regulation includes price preferences for bidders with more than 25% of TKDN or striving to achieve at least 30%. The price preferences can be up to 15% for the procurement of goods and maximally 7.5% for services.

Ministry of Industry Regulation No. 02/M-IND/PER/1/2014, Article 10 requires that procurement involving services must prioritize domestic service companies. These companies must have more than 50% ownership by Indonesian citizens or state entities and two-thirds of the board must be Indonesian. Article 16 states that if domestic or national services companies do not participate, only then can the procurement process include foreign service providers.",Since January 2014,https://bpbj.batam.go.id/wp-content/uploads/2022/06/Permenperin_No.02_2014_1.pdf,,,,
2,2.3,Limitations in procurement bidding,1,"Regulation of the Minister of Communication and Informatics of the Republic of Indonesia No.41/PER/M.KOMINFO/10/2009 on Procedures for Assessing the Achievement of Domestic Component Levels in the Implementation of Telecommunications 2009
","The Ministry of Industry Regulation No. 49/2009, as amended by the Ministry of Industry Regulation No.102/M-IND/PER/10/2009, requires the use of domestic products and services in 558 sub-sectors for public procurement. Domestic products and services are defined as goods or services produced or prepared by a company investing and producing in Indonesia, with the possibility to use imported raw material or component in the production or working process. 

The Ministry of Industry Regulation No. 102/M-IND/PER/10/2009 mandates the use of domestic products and services in government procurement if such products meet specific local content thresholds. Domestic products are defined as those produced or processed by a company operating in Indonesia, even if they incorporate imported raw materials or components - as long as the majority of production occurs domestically.
- Article 10 states that priority must be given to domestic service providers in public procurement. A service provider qualifies as domestic if over 50% of its shares are owned by Indonesian nationals or entities, and at least two-thirds of its board members are Indonesian.
- Articles 8 and 11 mandate the use of local content levels in public procurement. Goods and services are eligible only if they meet minimum local content requirements. This stipulation indirectly limits the participation of foreign companies that cannot satisfy these requirements",Since October 2009,https://peraturan.bpk.go.id/Details/159035/permenkominfo-no-41permkominfo102009-tahun-20,https://peraturan.infoasn.id/peraturan-menteri-perindustrian-nomor-102-m-ind-per-10-2009/,,,
2,2.3,Limitations in procurement bidding,1,Regulation of the Minister of Industry No. 15/M-IND/PER/3/2016 on Specification Standards and Price Standards for Domestic Transmission Towers and Conductors to Accelerate the Development of Electricity Infrastructure 2016,"The Ministry of Industry Regulation 15/M-IND/PER/3/2016 Article 6 mandates that transmission towers and steel-reinforced conductors used in public procurement must meet a minimum local content level of 40%. This aligns with the regulation’s goal of boosting domestic production by setting these minimum thresholds.

Article 57 and 58 mandate that public procurement funded by state or regional budgets must utilize domestic products. This includes a requirement for products to have a minimum local content (TKDN) value.
Article 61 specifies that to be eligible for government procurement, goods and services must meet certain TKDN and Corporate Contribution Value thresholds.
Article 64 outlines price preferences for domestic products, stating that goods with TKDN values of at least 25% are given price preferences of up to 25% over foreign products","Since March 2016
",https://peraturan.bpk.go.id/Details/167005/permenperin-no-15m-indper32016-tahun-2016,,,,
2,2.3,Limitations in procurement bidding,1,"President Instruction No. 22/2022 on Accelerating the Increase in the Use of Domestic Products and Products from Micro, Small Enterprises, and Cooperatives to Support the Success of the National Movement ""Proudly Made in Indonesia"" in the Implementation of Government Procurement of Goods and Services 2022","The Presidential Instruction No.2 of 2022 regarding preference margins and local content in government procurement outlines in Article 8 states that government agencies must prioritize the use of domestic products in public procurement, particularly those with a minimum local content (TKDN) of 25%. This aligns with the mandate to promote domestic industries. Article 15 provides for price preferences for procurement of local products, specifying that goods with sufficient local content should be given a favorable margin in pricing to support the “Proud of Using Products Made in Indonesia” campaign. ",Since March 2022,https://peraturan.bpk.go.id/Details/204320/inpres-no-2-tahun-2022,,,,
2,2.3,Limitations in procurement bidding,1,Presidential Regulation No.16 on Government Procurement of Goods and Services 2018,"The Presidential Regulation No.16 Year 2018 on Government Procurement and its amendment:
●	Article 63 (3) specifies that foreign companies participating in international procurement must collaborate with national businesses in the form of consortia, subcontracts, or other partnerships.
●	Article 65 emphasizes participation of micro and small  enterprises with exception for procurement packages requiring technical capabilities that those businesses cannot fulfill.

One of the objectives of the requirement to cooperate with national business actors is to support the effective implementation of procurement processes - for example, in cases where after-sales service or other forms of technical support are required.
The provision regarding small and micro enterprises in public procurement aligns with international practice. However, it is important to note that while special measures are in place to support micro and small enterprises, they may be excluded from certain procurement packages if the required technical capabilities exceed what such enterprises can provide. ",Since March 2018,https://peraturan.bpk.go.id/Details/73586/perpres-no-16-tahun-2018,,,,
2,2.4,"Not in the WTO Government Procurement Agreement (GPA) and not fully covered the three most relevant services sectors (CPC752, 754, 84)",1,WTO Government Procurement Agreement (GPA),"Indonesia is not a signatory to the WTO Agreement on Government Procurement (GPA), but has held observer status since 31 October 2012.","Since 2012

Last review in October 2024",https://www.wto.org/english/tratop_e/gproc_e/memobs_e.htm,,,,
3,3.1,"Foreign equity limits in sectors relevant to digital trade 
Exception: Not cover foreign equity cap in telecom sector (covered under Pillar 5) and e-commerce sector (covered under Pillar 12)",0,Law No. 25 on Investment 2007,"Indonesia's Investment Law No. 25 of 2007 provides a broad legal framework for investment in Indonesia, emphasizing openness and equal treatment to foreign investment (Article 6) while allowing for specific restrictions in certain sectors. For precise foreign equity limits in sectors relevant to digital trade, one would need to refer to the Positive Investment List and the Presidential Regulation No. 10 of 2021. The “Positive Investment List,” is part of Indonesia’s broader strategy to attract foreign investment while protecting specific sectors for local businesses. The Positive Investment List allows 100% foreign ownership in several key areas to encourage foreign investment in digital infrastructure and technology (listed in the annexes). 

This includes large-scale e-commerce platforms, classified under high-capital investment thresholds, which enable global players to operate independently, and data centers (Business Field No. 63111), which are critical for supporting Indonesia’s digital economy and data storage needs. Additionally, cloud computing services for general use are open to full foreign ownership, allowing flexibility for international technology companies to provide cloud services in Indonesia. Over-the-top (OTT) digital content platforms, such as video and music streaming services, are also unrestricted, promoting the growth of diverse content services for Indonesian consumers. These policies align with Indonesia’s digital transformation goals by enhancing technology transfer, infrastructure development, and consumer access to global digital services, while maintaining regulatory oversight for sectors with more strategic or sensitive data requirements, such as critical infrastructure and payment systems.",Since April 2007,http://www.flevin.com/id/lgso/translations/Laws/Law%20No.%2025%20of%202007%20on%20Investment%20(BKPM).pdf,,,,0.831
3,3.1,"Foreign equity limits in sectors relevant to digital trade 
Exception: Not cover foreign equity cap in telecom sector (covered under Pillar 5) and e-commerce sector (covered under Pillar 12)",0.50,"Presidential Regulation No.10 on Investment Business Sectors 2021;

Presidential Regulation No.49 on Amendments to Presidential Regulation No.10 on Investment Business Sectors 2021","Presidential Regulation No. 10 of 2021 amended by Presidential Regulation No. 49 of 2021: 
Article 2:
(1) All business fields are open to investment, except for those declared as closed or open with certain conditions.
(2) Business fields closed to foreign investment include:
a. Production of weapons, ammunition, explosive equipment, and warfare equipment.
b. Any business sectors explicitly declared closed based on the law.
Article 6:
(1) Business fields with specific conditions may have restrictions on foreign ownership.
(2) The government will specify business fields that are open with certain conditions based on national interest criteria.
Article 7:
This article specifies that foreign investors may only invest in certain sectors with restrictions, which are detailed in the annexes of the regulation.

Annexes:
The annexes provide a detailed list of business sectors along with their respective foreign ownership limits. For example, sectors relevant to digital trade may have specific caps, such as 67% for non-ASEAN investors and 70% for ASEAN investors, depending on the classification of the business field (Annex III of Presidential Regulation No. 10 of 2021).

Under Appendix I, digital news and media content platforms subject to foreign ownership limited to 49% to safeguard national media and information integrity (Presidential Regulation No. 10 of 2021, Appendix I, Business Field No. 60201).
","Since February 2021, last amended in May 2021
;
Since May 2021
",https://peraturan.bpk.go.id/Details/161806/perpres-no-10-tahun-2021,https://peraturan.bpk.go.id/Details/168534/perpres-no-49-tahun-2021,,,
3,3.1,"Foreign equity limits in sectors relevant to digital trade 
Exception: Not cover foreign equity cap in telecom sector (covered under Pillar 5) and e-commerce sector (covered under Pillar 12)",0.80,Bank Indonesia Regulation No.20/6/PBI/2018 on Electronic Money 2018,"In the financial technology (fintech) sector, digital payments and e-wallets are restricted to 85% foreign ownership to ensure a balance between foreign investment and national financial security (Bank Indonesia Regulation No. 20/6/PBI/2018, Article 7).

Note that Bank Indonesia Regulation No. 11/12/PBI/2009, last amended by Bank Indonesia Regulation No.20/6/PBI/2018 regarding E-money.",Since May 2018,https://peraturan.bpk.go.id/Details/135874/peraturan-bi-no-206pbi2018-tahun-2018,https://www.bi.go.id/elicensing/helps/PBI_111209-Emoney.pdf,,,
3,3.1,"Foreign equity limits in sectors relevant to digital trade 
Exception: Not cover foreign equity cap in telecom sector (covered under Pillar 5) and e-commerce sector (covered under Pillar 12)",0.80,"Regulation of Financial Services Authority No.40/POJK 40/2024
on Information Technology-Based Joint Financing Services 2024","This aspect of regulation has been amended by the Regulation of Financial Services Authority (POJK) No.40 of 2024 on Information Technology-Based Joint Financing Services (POJK 40/2024), which regulates ownership cap as follows:
-	Art. 3 (5): The provision on ownership by foreign legal entities and foreign nationals shall be implemented in accordance with government regulations concerning foreign ownership in Providers (information technology-based joint financing services providers).
-	Art. 3 (6): In the event where government regulations concerning foreign ownership in Providers has not yet been enforced:
a.	Direct or indirect foreign ownership in Providers should not exceed 85% of Providers’ paid-up capital.
b.	Grandfather clause applies for Providers with direct and indirect foreign ownership exceeding the 85% cap who have obtained a business license from OJK prior to the enforcement of this OJK Regulation.

The aim of this clause is to encourage the participation of local investors as the shareholder in a P2P Lending provider, through joint ventures with the foreign investor as well as to protect the interests of Indonesian financial consumers. This limitation aims to promote the participation of local investors as shareholders in P2P lending providers through joint ventures with foreign investors, while also safeguarding the interests of Indonesian financial consumers. Furthermore, POJK Number 77 of 2016 has been revoked by the implementation of POJK Number 40 of 2024.

",Since December 2024,https://ojk.go.id/id/regulasi/Pages/POJK-40-Tahun-2024-Layanan-Pendanaan-Bersama-Berbasis-Teknologi-Informasi.aspx,,,,
3,3.1,"Foreign equity limits in sectors relevant to digital trade 
Exception: Not cover foreign equity cap in telecom sector (covered under Pillar 5) and e-commerce sector (covered under Pillar 12)",0.80,Law No.32 on Broadcasting 2002,"Law No. 32 of 2002 on Broadcasting prohibits foreign equity ownership in terrestrial (free-to-air) broadcasting companies “Broadcasting agencies may be established by Indonesian legal entities, and foreign parties are prohibited from participating in the ownership of broadcasting agencies.” Broadcasting agencies are to operate in accordance with national interests, implying that foreign ownership is restricted to ensure cultural sovereignty. Covers terrestrial television and radio broadcasting companies but does not apply to subscription-based services like cable or satellite broadcasting.

- Article 16 states (1) the Private Broadcasting Institution as referred to in Article 13 paragraph (2) letter shall be a commercial broadcasting institution in the form of a juristic person established under Indonesian law, whose field of business shall only operate radio or television broadcasting services. (2) Foreign nationals shall be prohibited from being in the management of Private Broadcasting Institution, except for finance and technical fields.
- Article 17 states (1) the Private Broadcasting Institution as referred to in Article 16 paragraph (1) shall be established, the initial capital of which is wholly owned by Indonesian citizens and/or juristic persons established under Indonesian law. (2) Private Broadcasting Institution may make additions and developments in fulfilling the capital derived from foreign capital, which amounts to no more than 20% (twenty percent) of the total capital and is owned by a minimum of 2 (two) shareholders.
- Article 23 states (1) Community Broadcasting Institution shall not receive initial establishment funds and operational funds from foreign parties.
- Article 30 states (1) Foreign broadcasting institutions shall not be established in Indonesia.",Since December 2002,https://peraturan.bpk.go.id/Details/44500/uu-no-32-tahun-2002,,,,
