Chapter,Question,Question: description,Individual Indicator Score,Source Legislation,Impact,Timeframe for Indicator,References,"References, 2","References, 3","References, 4",Overall Pillar Score
10,10.2,Other import restrictions on ICT goods and online services,0.50,Decision No. 01 of 2020 on the Type Approval Certification and Import Permit Application Processing Fees ,"Local importers need to obtain type approval import permits from the Telecommunications, Radiocommunications & Broadcasting Regulator (TRBR) for the approval of importation, use and for sale of a particular model each time a consignment of relevant equipment is imported to Vanuatu. 

The 2020 Decision is set to review in 2022. In September 2022, Type Approval Module System was launched as a single web based system to facilitate the automatic web access for import permits. ",Since September 2020,https://www.trbr.vu/attachments/article/812/decision_01_of_2020_on_the_type_approval_certification_and_import_permit_application_processing_fees_for_the_republic_of_vanuatu.pdf ,https://www.trbr.vu/attachments/article/744/trbr_type_approval_permit_application_form_local_importer.pdf ,https://www.trbr.vu/en/public-register/publications/latest-news/881-trbr-new-type-approval-module-system-launched,,
10,10.3,Local content requirements ,0,Customs (Prohibited Export) Regulations Order No.114 of 2014,"Vanuatu does not implement local content requirements, including on ICT goods or related services. ",Last review in October 2024,https://customsinlandrevenue.gov.vu/images/Laws_Regulations/Customs_Regulations/CustomsProhibited_ExportRegulations_Order_No.114_of_2014.pdf ,,,,
10,10.4,Export restrictions on ICTgoods and online services,0,Customs (Prohibited Export) Regulations Order No.114 of 2014,"This measure has not an impact on digital goods. An export prohibition applies to acetic anhydride and any other explosive or its components (Section 1). Export restrictions applied on cattle, cocoa beans, lavender oil, cultural items, etc. are subjected to license or permit upon export (Section 2). ",Since June 2014,https://customsinlandrevenue.gov.vu/images/Laws_Regulations/Customs_Regulations/CustomsProhibited_ExportRegulations_Order_No.114_of_2014.pdf ,,,,
11,11.1,Lack of transparent technical standards,0,"Bureau of Standards Act No.14 of 2016;

Telecommunications, Radiocommunications and Broadcasting Type Approval and Conformity to Technical Standards Order No.191 of 2018","There are no complaints about lack of foreign participation in standard-setting bodies for telecom products or of non-transparent standards. Vanuatu Standard is based on international best practises and harmonised with relevant international or regional standards (Section 16.2). A draft standard shall be published as a notice in a local newspaper and by other means to notify the public (Section 16.5). A person within 60 days may submit a written objection (Section 16.6).

In particular, the Order No.191 states that the radiocommunications device manufactured domestically or imported into the country must conform to the applicable technical standards (Section 3). ","Assented December 2016,                commenced April 2017;

Since November 2018 ",https://faolex.fao.org/docs/pdf/van189676.pdf,https://www.trbr.vu/attachments/article/744/official_gazette_no_81_of_2018.pdf,,,0.250
11,11.2,"Self-certification limitations for product safety (radio transmissions, EMC/EMI)",0.50,"Telecommunications, Radiocommunications and Broadcasting Type Approval and Conformity to Technical Standards Order No.191 of 2018

","SDoC is not implemented in Vanuatu. However, Vanuatu recognizes the  3rd party-certification (Section 15 of the 2018 Order). The list of the recognized certification bodies (CABs) can be found in Schedule 2, including Australia, China, European Union, Japan, Malaysia, Singapore, the Republic of Korea, the United States, Hong Kong; China, and Taiwan Province of China.

Local importers need to obtain type approval import permits from the Telecommunications, Radiocommunications & Broadcasting Regulator for the approval of importation, use and for sale of any ICT equipment each time a consignment of relevant equipment is imported to Vanuatu. ","Since November 2018


",https://www.trbr.vu/attachments/article/744/official_gazette_no_81_of_2018.pdf,,,,
11,11.3,Product screening and testing requirements,0.50,"Telecommunications, Radiocommunications and Broadcasting Type Approval and Conformity to Technical Standards Order No.191 of 2018","Vanuatu does not require local laboratory testing or screening. 

If the record does not provides sufficient evidence, the regulator may require the suppliers in writing to submit a test report from a conformity assessment body recognized by one of the recognized certification bodies stating that the device conforms with each applicable standards; or a written statement from a conformity assessment body (CAB) recognized by one of the recognized certification bodies certifying that the device conforms with one or more requirements in an applicable standard (Section 15(1). A supplier must submit the request within 30 days (Section 15(2)). 
","Since November 2018


",https://www.trbr.vu/attachments/article/744/official_gazette_no_81_of_2018.pdf,,,,
11,11.4,"Deviation from international encryption standards (ISO, IEC, ITU, FIPS, AES, TDES, and ECC)",0,"Bureau of Standards Act No.14 of 2016;

Electronic Transactions Act No.24 of 2000 ","Vanuatu has yet implemented encryption standards and there is no report of restrictions. 

The Electronic Transactions Act allows the Minister to make regulations in relation to the use, import and export of encryption programmes and products, and to prohibit the export of encryption programmes and products (Section 24(1)). None, however, appear to have been made.","Assented December 2016,
commenced April 2017;

Assented September 2000, commenced November 2000",https://faolex.fao.org/docs/pdf/van189676.pdf,https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf,,,
12,12.01,Foreign equity limits in e-commerce sector,0,"Electronic Transactions Act No.24 of 2000;                                               

Vanuatu Foreign Investment Act No. 25 of 2019 [CAP 248]","There are no foreign investment equity restrictions in e-commerce sector (Section 16). Foreign investment is open for most activities other than those on the ""Prohibited, Reserved, and Restricted"" lists (please see the schedule parts 1,2,3). ","Assented September 2000, commenced November 2000;

Assented December 2019, commencement January 2020",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://tradeportal.gov.vu/media/Foreign%20Investment%20Act%20No%20%2025%20of%202019%20(2).pdf
",,,0.200
12,12.2,"Online purchases and delivery limitations
Exception: Not score limitations on online purchases and delivery applied specifically to products related to consumer protection, notably restrictions on alcoholic beverages, tobacco, and pharmaceuticals.",0,"National Payment Systems 2021;

Financial Institutions Act No.2 of 1999
",There are no current ceilings on the maximum amount that can be paid for by electronic payment methods or requirements mandating the use of specific intermediary for online payment and credit services. ,"Since 2021;

Since October 1999

",http://www.paclii.org/cgi-bin/sinodisp/vu/legis/num_act/npsa2021281/,https://www.vfsc.vu/wp-content/uploads/2015/12/Financial-Institutions-Act-No-2-of-1999.pdf,,,
12,12.3,"Licensing scheme for e-commerce providers (B2B and B2C)
Exception: Licenses pertiaining to other aspects of e-commerce businesses, such as license to operate online payment services and delivery are not captured. ",0,"E-Business Act [Cap 264] of 2000

","A party to an E-commerce contract, or a party to a cybersuite contract, is not required to hold a business licence issued within Vanuatu (Section 5). However, Vanuatu's Act 30 of 2017 that amended the E-business Act determined that Companies may apply for licenses to conduct internet based e-currency business (Section 14A). ","Since September 2000, last amended in January 2018","https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",https://www.vfsc.vu/wp-content/uploads/2015/12/E-Business-Amendment-Act-No.-30-of-2017.pdf,,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000",There is no requirement within the legislation to mandate a local bank account.,"Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000",The legislation does not mandate a specific currency for international payments.,"Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000",The legislation does not deviate from international standards concerning online payment security.,"Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000","Licensing requirements may be required depending on the business activity, but no specific restrictive conditions are outlined for online payments.","Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000",There are no imposed ceilings on the maximum amount for electronic payment methods in the legislation.,"Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000",No specific intermediaries are mandated for online payments in the legislation.,"Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.4,"Restrictions on online payment 
",0,"Electronic Transactions Act No.24 of 2000;

E-Business Act [Cap 264] of 2000",No other restrictions related to online payments are mentioned in the legislation.,"Assented September 2000, commenced November 2000;

Since September 2000, last amended in January 2018",https://www.vfsc.vu/wp-content/uploads/2015/12/Electronic-Transactions-Act-No.-24-of-2000.pdf ,"https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf
",,,
12,12.5,Low De Minimis,1,"Tax Administration Act No.37 of 2018
","Vanuatu has no de minimis threshold, which means that there is no minimum value below which a good is exempted from duties and taxes collected by customs. ",Assented July 2021 Commencement September 2021,https://customsinlandrevenue.gov.vu/images/TAA/Tax_Administration_Order_no154_of_2019.pdf,,,,
12,12.6,Domain name requirements,0,Vanuatu Domain Name Management and Administration Regulation Order No. 206 2016,A person shall provides that anyone can register for a .vu domain name (Section 16). Registrants do not need to be registered/located in Vanuatu.,Since December 2016,https://www.trbr.vu/en/public-register/regulations/final-regulations/612-vanuatu-domain-name-management-and-administration-regulation-gazetted,,,,
12,12.7,Local presence requirements for online service providers,0,"E-Business Act [Cap 264] of 2000;

Companies Act 2012","Counterparty or cyber suite proprietor is not required: (I) to be licensed under any Act or other law of Vanuatu to carry on business in or within Vanuatu; or (ii) to obtain any other permission or authority under any Act or other law of Vanuatu to carry on business in or within Vanuatu, by reason only of the creation, entry into, effecting, purchase, sale or issue of an electronic business contract or cyber suite contract (Section 5 of the E-Business Act). Note that a company is defined as international company [Cap 222 ] that do not require local presence (Section 1). ","Since September 2000, last amended in January 2018;

Assented November 2012, commencement August 2015, last amended in 2018",https://www.wipo.int/edocs/lexdocs/laws/en/vu/vu020en.pdf,https://www.vfsc.vu/wp-content/uploads/2015/09/Companies-Act-2012-Official-Gazetted-Version.pdf,,,
12,12.8,Lack of legal framework for online consumer protection,1,"Telecommunications and Radiocommunications Regulation
Act No. 30 2009;

Telecommunications and Radiocommunications (Consumer Protection) Regulation Order No.157 2015","Vanuatu does not have a general consumer protection law. The consumer protection can be found under sectoral laws, including the Telecommunications and Radiocommunications Regulation Act 2009, the Utilities Regulatory Authority Act 2007; the Food (Control) Act 1993; and the Weights Act. 

Specifically, the Telecommunication and Radiocommunications Regulation provides online consumer protection in the telecom market (Part 8 Consumer relations and protection). For example, a service provider must establish procedures to deal with disputes and complaints from end-users (Section 41). Moreover, the order subsequently issued in 2015 prescribes online consumer protection in detail, such as the authorized uses and disclosure of consumer information, and online advertising.","Since November 2009, last amended in 2018;

Since October 2015",https://www.trbr.vu/attachments/article/195/Telecommunications_and_Radiocommunications_Regulation_Act_2009.pdf,https://www.trbr.vu/attachments/article/541/consumer_protection_regulation_gazette.pdf,,,
12,12.9,Not in the United Nations Convention of Electronic Communications,1,Lack of signature of the United Nations Convention on Electronic Communications,Vanuatu did not sign the United Nations Convention on Electronic Communications.,Last review in October 2024,https://uncitral.un.org/en/texts/ecommerce/conventions/electronic_communications,,,,
12,12.10,Not in the UNCITRAL Model Law on Electronic Commerce,0,Adoption of the UNCITRAL Model Law on Electronic Commerce,Vanuatu adopted the UNCTIRAL Model Law on Electronic Commerce in 2000.,Since 2000,https://uncitral.un.org/en/texts/ecommerce/modellaw/electronic_commerce/status,,,,
12,12.11,Not in the UNCITRAL Model Law on Electronic Signatures,0.50,Lack of adoption of the UNCITRAL Model Law on Electronic Signature,Vanuatu has not notified its adoption of the UNCITRAL Model Law on Electronic Signatures to the UNCITRAL Secretariat.,Last review in October 2024,https://uncitral.un.org/en/texts/ecommerce/modellaw/electronic_signatures/status,,,,
,,,,,,,,,,Overall RDTII score,0.264
